Acronyme,Nomdelorganisation,Typedorganisation,adm1code,adm2code,date,Secteur
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT08,HT0813,24jun2022,Protection générale
FNUAP,FONDS DES NATIONS UNIES POUR LA POPULATION,Nations Unies,HT07,HT0752,01sep2020,Protection générale
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT07,HT0722,01sep2020,Protection générale
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT08,HT0815,01sep2020,Protection générale
CRNL,CROIX-ROUGE NÉERLANDAISE,Mouvement Croix-Rouge,HT07,HT0713,01sep2020,Protection générale
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT05,HT0551,01sep2020,Protection générale
POSEH,PLATEFORME DES ORGANISATIONS SOCIALES POUR L'EMERGENCE D'HAITI,ONG Nationale,HT07,HT0741,01sep2020,Protection générale
REFKAD,REZO FANM KAPAB DAYITI,Société Civile,HT01,HT0117,11may2023,Protection générale
FNUAP,FONDS DES NATIONS UNIES POUR LA POPULATION,Nations Unies,HT09,HT0933,01sep2020,Protection générale
ACTED,Agence d'Aide à la Coopération Technique et au Développement,ONG Internationale,HT08,HT0834,01jun2024,Protection générale
FOSILA,FONDATION SIMONE LABBÉE,Autre Type,HT07,HT0731,01sep2020,Protection générale
ACTED,AGENCE D'AIDE À LA COOPÉRATION TECHNIQUE ET AU DÉVELOPPEMENT,ONG Internationale,HT06,HT0641,01sep2020,Protection générale
ACTED,Agence d'Aide à la Coopération Technique et au Développement,ONG Internationale,HT01,HT0135,01feb2025,Protection générale
SOJER,SOLIDARITÉ POUR UNE JEUNESSE RÉSILIENTE,ONG Nationale,HT05,HT0531,11may2023,Protection générale
AREV-HAITI,ASSOCIATION POUR LA REDUCTION DE LA VULNERABILITE EN HAITI,Société Civile,HT01,HT0112,11may2023,Protection générale
FOSREF,Fondation pour la Santé Reproductrice et l'Éducation Familiale,ONG Nationale,HT07,HT0731,10jul2019,Protection générale
SEROVIE,FONDATION SEROVIE,ONG Nationale,HT05,HT0512,11may2023,Protection générale
POLIMED,PLATEFORME DES ORGANISATIONS LOCALES ET INTERNATIONALES POUR UN MONDE ÉQUITABLE ET DROIT,ONG Internationale,HT02,HT0231,01sep2020,Protection générale
SHAA,SOCIÉTÉ HAÏTIENNE D’AIDE AUX AVEUGLES,ONG Nationale,HT05,HT0513,01sep2020,Protection générale
FNUAP,FONDS DES NATIONS UNIES POUR LA POPULATION,Nations Unies,HT03,HT0371,01sep2020,Protection générale
CRS,Catholic Relief Services,ONG Internationale,HT07,HT0714,01feb2025,Protection générale
FANM DESIDE,Fanm Deside,ONG Nationale,HT02,HT0212,10jul2019,Protection générale
DEP,DÉFENSEURS PLUS,ONG Nationale,HT06,HT0632,11may2023,Protection générale
HAGN,Haiti Adolescent Girls Network,ONG Nationale,HT08,HT0811,10jul2019,Protection générale
CARE,CARE INTERNATIONAL EN HAITI,ONG Internationale,HT08,HT0811,01sep2020,Protection générale
FEPH,FÉDÉRATION DES ECOLES PROTESTANTES D’HAÏTI,ONG Nationale,HT05,HT0521,24jun2022,Protection générale
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT03,HT0313,24jun2022,Protection générale
FAIRE GARDEN,JARDIN DE FOI D'ASSURENCE DANS L'INSPIRATION DES RÊVES ET D'EXPLOIT,ONG Internationale,HT09,HT0933,01sep2020,Protection générale
FAO,FOOD AND AGRICULTURE ORGANISATION,Nations Unies,HT01,HT0112,01sep2020,Protection générale
ACTED,Agence d'Aide à la Coopération Technique et au Développement,ONG Internationale,HT08,HT0832,01feb2025,Protection générale
UNHCR,HAUT COMMISSARIAT DES NATIONS UNIES POUR LES REFUGIES,Nations Unies,HT06,HT0611,01sep2020,Protection générale
FNUAP,FONDS DES NATIONS UNIES POUR LA POPULATION,Nations Unies,HT04,HT0421,01sep2020,Protection générale
MOFKA/AID,MOBIIZASYON FANM KONBATAN AYITI/AKSYON IJANS AK DEVELOPMAN,ONG Nationale,HT01,HT0117,01sep2020,Protection générale
FOKA,FONDASYON KOMINOTE KRETYEN AN AKSYON,ONG Nationale,HT01,HT0111,24jun2022,Protection générale
ASF Canada,Avocats Sans Frontières Canada,ONG Internationale,HT02,HT0233,01sep2024,Protection générale
TOYA,FONDATIONTOYA,ONG Nationale,HT01,HT0131,24jun2022,Protection générale
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT01,HT0152,01sep2020,Protection générale
OVDDHMO,Organisation des Visionnaires Devoues pour un Developpement de Haute Modernisation,ONG Nationale,HT06,HT0611,01feb2024,Protection générale
CECI,CENTRE D'ETUDE ET COOPÉRATION INTERNATIONALE,ONG Internationale,HT06,HT0622,11may2023,Protection générale
ASF Canada,Avocats Sans Frontières Canada,ONG Internationale,HT02,HT0233,01feb2025,Protection générale
OVDDHMO,Organisation des Visionnaires Dévoués pour un Développement de Haute Modernisation,ONG Nationale,HT06,HT0611,01feb2025,Protection générale
GRUEEDH,GROUPE UNIFIE POUR L'EPANOUISSEMENT DES ENFANTS ET POUR LE DEVELOPPEMENT D'HAITI,Société Civile,HT01,HT0111,01sep2020,Protection générale
ASF Canada,Avocats Sans Frontières Canada,ONG Internationale,HT08,HT0811,01sep2024,Protection générale
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT02,HT0232,01sep2020,Protection générale
SEROVIE,FONDATION SEROVIE,ONG Nationale,HT02,HT0212,11may2023,Protection générale
CWS,CHURCH WORLD SERVICE,ONG Internationale,HT09,HT0932,01sep2020,Protection générale
ACF,Action Contre la Faim,ONG Internationale,HT07,HT0715,01feb2025,Protection générale
HAGN,Haiti Adolescent Girls Network,ONG Nationale,HT08,HT0821,10jul2019,Protection générale
DEP,DÉFENSEURS PLUS,ONG Nationale,HT01,HT0111,11may2023,Protection générale
APADEH,Action Pastorale pour le Developpement Humain,ONG Nationale,HT01,HT0131,01jun2024,Protection générale
LAD'HA,LES AMIS D'HAITI,ONG Nationale,HT10,HT1023,24jun2022,Protection générale
PESADEV,PERSPECTIVES POUR LA SANTÉ ET LE DÉVELOPPEMENT,ONG Nationale,HT01,HT0141,24jun2022,Protection générale
FNUAP,FONDS DES NATIONS UNIES POUR LA POPULATION,Nations Unies,HT10,HT1011,01sep2020,Protection générale
CLIO,CADRE DE LIAISON INTER-ORGANISATIONS,Société Civile,HT10,HT1012,01sep2020,Protection générale
RNVPDLH,NATIONAL NETWORK FOR THE PROMOTION OF LOCAL DEVELOPEMENT IN HAITI,ONG Nationale,HT09,HT0933,24jun2022,Protection générale
SEROVIE,FONDATION SEROVIE,ONG Nationale,HT01,HT0113,11may2023,Protection générale
FZT,Fondation Zanmi Timoun ,ONG Nationale,HT01,HT0114,01jun2024,Protection générale
ASF Canada,Avocats Sans Frontières Canada,ONG Internationale,HT08,HT0811,01feb2025,Protection générale
FANM DESIDE,Fanm Deside,Société Civile,HT02,HT0234,10jul2019,Protection générale
CAPAC,CENTRE D'ANIMATION PAYSANNE ET D'ACTION COMMUNAUTAIRE,ONG Nationale,HT04,HT0411,24jun2022,Protection générale
CRS,CATHOLIC RELIEF SERVICES,ONG Internationale,HT04,HT0413,01sep2020,Protection générale
AVSI,ASSOCIAZIONE VOLONTARI SERVIZIO INTERNAZIONALE,ONG Internationale,HT01,HT0111,24jun2022,Protection générale
ACF,ACTION CONTRE LA FAIM,ONG Internationale,HT03,HT0312,24jun2022,Protection générale
ASB,ARBEITER-SAMARITER-BUND DEUTSCHLAND E.V. (ASB),ONG Internationale,HT07,HT0751,11may2023,Protection générale
COMPASSION,COMPASSION INTERNATIONAL,ONG Internationale,HT10,HT1031,01sep2020,Protection générale
COMPASSION,COMPASSION INTERNATIONAL,ONG Internationale,HT03,HT0323,01sep2020,Protection générale
HHF,HAITIAN HEALTH FOUNDATION,ONG Internationale,HT08,HT0832,11may2023,Protection générale
UNESCO,"ORGANISATION DES NATIONS UNIES POUR L'EDUCATION, LA SCIENCE ET LA CULTURE",Nations Unies,HT03,HT0331,11may2023,Protection générale
